district,property_type,built_area_sqft,plot_area_sqft,bedrooms,bathrooms,age_of_property_yrs,sale_price_rs,latitude,longitude,ownership_type,distance_to_city_center_km,nearest_school_distance_km,metro_distance_km,flood_risk_score,road_access_width_ft,district_taluk
Ranipet,plot,585,687.18,1,1,32,699799.57,11.91194,77.17642,freehold,12.82,6.59,5.09,0.26,11,Ranipet_Taluk_3
Ranipet,flat,3637,3637.0,4,5,28,5029881.33,9.57312,77.25705,leasehold,15.88,4.38,8.53,0.23,46,Ranipet_Taluk_4
Ranipet,plot,2560,3147.2,4,5,44,2539263.15,10.01783,77.88173,freehold,20.2,7.41,14.2,0.36,49,Ranipet_Taluk_8
Salem,house,826,2006.79,2,3,47,2118500.16,11.2602,77.09168,freehold,24.3,1.75,27.53,0.6,43,Salem_Taluk_3
Salem,plot,2444,4898.78,4,5,41,7491262.62,11.7829,77.59702,freehold,12.91,6.35,22.7,0.58,35,Salem_Taluk_7
Salem,plot,1704,2090.91,3,4,9,5929266.73,12.27641,77.48121,freehold,11.83,3.71,20.32,0.12,14,Salem_Taluk_9
Salem,flat,1762,1762.0,3,3,25,6967516.55,10.66613,78.27554,freehold,4.92,7.52,25.31,0.38,23,Salem_Taluk_2
Salem,house,3071,4764.11,3,2,14,10749495.77,8.66491,77.86376,leasehold,8.77,5.41,12.92,0.18,30,Salem_Taluk_10
Salem,plot,2120,3331.24,2,3,28,7838276.27,12.97609,77.21102,freehold,11.08,8.28,11.59,0.18,12,Salem_Taluk_8
Salem,flat,3344,3344.0,5,6,14,14854181.1,12.16104,78.16823,freehold,20.31,5.68,23.11,0.4,28,Salem_Taluk_9
Salem,commercial,438,772.19,1,2,29,1229308.2,9.41538,79.24882,freehold,16.36,9.26,22.0,0.34,23,Salem_Taluk_7
Salem,plot,1330,1537.72,2,2,29,3533410.57,13.11654,77.39035,leasehold,9.21,7.66,17.75,0.56,23,Salem_Taluk_7
Salem,commercial,462,783.67,1,2,23,1626858.64,9.55455,78.69445,freehold,24.06,3.89,16.99,0.18,14,Salem_Taluk_2
Salem,plot,1539,3603.16,2,3,17,5048416.43,13.31227,80.08282,freehold,17.67,3.32,28.07,0.59,56,Salem_Taluk_3
Salem,flat,3319,3319.0,4,5,33,10809864.04,11.68239,79.49656,freehold,22.34,6.72,28.44,0.15,40,Salem_Taluk_3
Salem,plot,1682,2930.38,3,2,34,5762364.95,8.99285,76.5032,freehold,6.36,2.86,29.25,0.54,44,Salem_Taluk_3
Salem,plot,2533,3071.33,4,5,29,7839858.21,9.37539,77.27262,freehold,17.64,3.64,25.48,0.22,34,Salem_Taluk_5
Salem,plot,2867,3173.55,4,5,38,8259601.87,8.96038,76.87967,freehold,11.73,3.49,16.6,0.3,37,Salem_Taluk_9
Salem,commercial,2847,5795.96,4,4,7,13774969.38,12.58927,79.18365,freehold,18.03,8.96,12.99,0.15,21,Salem_Taluk_4
Salem,plot,1928,4180.41,3,2,16,6325005.22,8.82104,79.43839,leasehold,20.65,5.54,27.14,0.51,55,Salem_Taluk_3
Salem,commercial,2521,4658.21,3,4,38,7142927.03,9.97308,79.04553,leasehold,17.12,3.58,11.3,0.11,28,Salem_Taluk_7
Salem,flat,2685,2685.0,3,4,15,9109703.07,12.24636,77.9027,freehold,22.3,6.48,28.76,0.51,19,Salem_Taluk_10
Salem,commercial,2090,4975.08,2,1,14,7782966.41,11.58612,77.0247,freehold,13.69,9.03,27.84,0.21,55,Salem_Taluk_10
Salem,house,2827,4453.72,4,4,50,6853765.53,11.63184,78.1177,freehold,23.8,1.69,5.71,0.29,22,Salem_Taluk_7
Salem,house,3448,5052.79,4,3,16,12618168.77,13.25709,77.18217,freehold,10.69,2.55,7.9,0.36,12,Salem_Taluk_8
Salem,commercial,1265,2819.33,2,1,1,6466485.08,9.96995,79.28415,freehold,5.36,7.74,12.06,0.3,34,Salem_Taluk_2
Salem,flat,757,757.0,1,1,8,2956234.13,9.82274,78.68379,freehold,16.51,3.52,19.27,0.33,21,Salem_Taluk_1
Salem,commercial,3241,5481.96,5,4,22,10755732.15,8.39436,78.11493,freehold,11.87,9.34,27.53,0.16,39,Salem_Taluk_8
Salem,plot,2276,4992.19,3,4,48,6300981.53,11.94493,79.70784,leasehold,14.15,6.95,13.32,0.16,22,Salem_Taluk_8
Salem,commercial,907,1672.87,2,2,22,2918048.4,10.17075,79.06393,freehold,5.32,1.14,18.42,0.27,43,Salem_Taluk_3
Salem,plot,3071,4227.72,3,2,12,11800196.38,12.48931,79.26499,freehold,2.36,7.26,11.32,0.12,13,Salem_Taluk_10
Salem,house,3977,5051.47,4,5,19,14964081.11,10.74396,77.895,leasehold,14.45,4.69,9.81,0.44,40,Salem_Taluk_5
Salem,commercial,874,1374.32,2,1,5,3252643.24,9.69918,79.61284,freehold,12.67,4.67,22.47,0.19,27,Salem_Taluk_5
Salem,commercial,420,472.3,1,1,17,1795368.11,9.85302,78.91673,freehold,20.92,9.36,16.47,0.28,28,Salem_Taluk_6
Salem,commercial,2240,3243.69,2,2,18,9809124.44,8.55385,76.85938,freehold,1.44,2.46,27.31,0.42,48,Salem_Taluk_1
Salem,plot,703,1113.23,1,1,3,2566628.69,10.57337,78.84552,leasehold,11.02,7.79,19.58,0.55,18,Salem_Taluk_7
Salem,commercial,3152,3646.54,4,4,46,8852341.64,9.86358,76.64549,freehold,12.98,7.25,7.8,0.46,54,Salem_Taluk_9
Salem,commercial,570,1036.08,1,2,24,2056464.14,12.01715,77.78354,freehold,6.8,1.47,5.26,0.25,26,Salem_Taluk_2
Salem,house,2810,3814.58,3,4,41,6793574.22,12.13254,79.24206,freehold,5.92,9.88,12.65,0.14,14,Salem_Taluk_7
Salem,house,1283,2836.84,2,1,25,4172078.46,11.18283,80.28069,freehold,5.87,3.75,29.38,0.37,37,Salem_Taluk_7
Salem,house,1019,1654.79,1,1,23,3851382.97,10.65376,79.39073,freehold,18.61,6.94,10.71,0.47,18,Salem_Taluk_4
Salem,plot,2300,4145.03,2,1,35,7977808.98,8.34701,78.01495,freehold,4.98,5.23,26.8,0.24,56,Salem_Taluk_3
Salem,commercial,1946,2704.92,3,3,25,7800879.54,12.32307,78.99741,freehold,19.61,3.62,11.95,0.33,55,Salem_Taluk_1
Salem,house,615,867.06,1,1,28,2169031.27,8.19759,77.73351,freehold,1.77,1.27,7.63,0.24,32,Salem_Taluk_6
Salem,commercial,2749,5286.55,3,4,1,11073562.5,11.52777,77.74926,freehold,8.9,7.96,19.26,0.56,57,Salem_Taluk_10
Salem,plot,2755,4344.18,4,5,35,9312912.67,9.97038,78.18866,freehold,5.12,8.25,8.27,0.47,49,Salem_Taluk_1
Salem,flat,854,854.0,2,3,21,2545410.94,11.73412,77.47163,freehold,11.62,8.21,24.29,0.53,55,Salem_Taluk_4
Salem,commercial,1241,2340.35,1,1,25,4780997.95,9.96462,77.28869,leasehold,16.03,8.59,11.53,0.28,49,Salem_Taluk_2
Salem,plot,3223,5582.55,5,4,37,8945164.4,10.62385,77.09242,freehold,13.41,4.25,20.65,0.41,24,Salem_Taluk_5
Salem,commercial,2290,3850.75,3,3,7,8896705.75,12.23068,79.35528,freehold,22.29,8.93,23.94,0.47,24,Salem_Taluk_10
Salem,commercial,2017,4819.92,2,2,27,7374762.69,8.81117,78.80706,freehold,7.19,6.64,25.7,0.15,11,Salem_Taluk_4
Salem,flat,1293,1293.0,2,1,32,4398563.87,13.45751,78.66883,freehold,3.69,1.73,5.52,0.18,43,Salem_Taluk_4
Salem,commercial,1316,2096.17,2,2,19,4745076.65,9.27586,79.92174,freehold,12.12,5.21,5.83,0.49,32,Salem_Taluk_7
Salem,plot,3195,5761.31,3,2,32,9572052.75,10.97555,77.35538,freehold,16.06,8.71,17.27,0.48,53,Salem_Taluk_2
Salem,commercial,3731,4924.01,4,5,45,10025741.19,12.81605,78.02021,freehold,3.22,3.19,12.45,0.51,51,Salem_Taluk_5
Salem,flat,2225,2225.0,2,1,23,6501922.92,11.7901,76.87363,freehold,3.54,5.49,13.42,0.31,22,Salem_Taluk_8
Salem,commercial,530,723.15,1,2,27,1953738.58,8.25682,77.35193,freehold,17.45,6.97,18.17,0.35,53,Salem_Taluk_7
Salem,commercial,2169,5256.97,2,3,50,5793585.68,9.85511,77.44977,freehold,18.4,3.05,7.55,0.34,55,Salem_Taluk_2
Salem,plot,2651,3000.42,3,2,10,9634005.05,11.34725,79.50154,freehold,23.03,9.23,29.73,0.36,36,Salem_Taluk_2
Salem,flat,628,628.0,1,2,11,2293411.26,10.57195,79.24763,freehold,18.49,7.18,12.95,0.34,13,Salem_Taluk_4
Salem,plot,2669,3431.56,4,3,41,6999469.23,8.44999,76.61738,freehold,8.43,8.71,19.84,0.33,27,Salem_Taluk_4
Salem,commercial,434,1078.75,1,1,31,1147243.72,12.40247,80.19666,freehold,4.48,4.49,9.64,0.16,45,Salem_Taluk_10
Salem,plot,489,1134.93,1,1,30,1769381.7,13.00794,77.43048,freehold,22.94,3.5,9.7,0.13,29,Salem_Taluk_10
Salem,commercial,502,1161.57,1,2,12,1874059.68,13.47589,79.77624,freehold,3.84,2.41,22.1,0.31,52,Salem_Taluk_1
Salem,house,2079,4370.29,3,4,33,7095903.82,11.37768,80.25899,freehold,8.57,1.79,22.62,0.32,40,Salem_Taluk_5
Salem,plot,1489,3329.89,2,3,4,7287172.44,12.57286,79.25557,freehold,8.09,2.77,18.7,0.3,33,Salem_Taluk_1
Salem,commercial,2875,4887.57,3,2,9,10749070.22,8.76991,77.05474,freehold,17.14,8.86,14.32,0.51,20,Salem_Taluk_9
Salem,flat,1568,1568.0,2,2,5,5586181.57,10.07891,78.99484,freehold,17.53,8.27,21.59,0.22,17,Salem_Taluk_2
Salem,flat,622,622.0,1,2,7,2524628.37,9.52834,77.7541,freehold,11.01,9.71,23.1,0.33,18,Salem_Taluk_8
Salem,flat,2454,2454.0,4,5,4,11380325.39,12.1877,77.80128,freehold,21.02,7.37,15.15,0.27,16,Salem_Taluk_8
Salem,plot,759,1438.7,1,2,49,2031609.84,11.30991,79.39303,freehold,8.27,6.89,7.0,0.24,14,Salem_Taluk_8
Salem,plot,2128,4019.7,2,2,2,8089042.53,11.95454,77.66532,freehold,3.62,9.14,18.15,0.38,40,Salem_Taluk_4
Salem,commercial,1410,2958.62,1,2,0,5985815.21,11.73571,77.08688,freehold,22.21,8.63,10.27,0.16,52,Salem_Taluk_5
Salem,plot,2328,5360.93,3,4,42,7022984.45,9.48945,77.36609,leasehold,22.93,3.96,22.64,0.39,25,Salem_Taluk_10
Salem,house,2062,3017.1,2,1,43,5203118.14,11.99415,79.33274,leasehold,1.98,7.74,19.13,0.3,20,Salem_Taluk_3
Salem,flat,3813,3813.0,4,4,30,14092530.27,13.35098,78.94664,freehold,1.24,9.62,10.42,0.35,47,Salem_Taluk_10
Salem,plot,831,1353.84,1,2,29,2726248.91,13.10084,78.96383,leasehold,5.57,6.61,13.94,0.34,41,Salem_Taluk_9
Salem,commercial,1338,1498.46,1,1,2,6173629.89,13.21352,77.80099,freehold,18.4,9.94,21.97,0.21,19,Salem_Taluk_8
Sivagangai,house,772,1551.72,1,2,39,4093682.77,10.02511,78.24542,leasehold,16.43,7.81,23.74,0.55,55,Sivagangai_Taluk_5
Sivagangai,flat,2891,2891.0,3,3,26,20288523.37,12.10344,77.88153,freehold,23.83,8.14,19.47,0.41,18,Sivagangai_Taluk_9
Sivagangai,house,1538,2276.34,1,1,17,12578374.5,13.29294,79.7171,freehold,10.33,6.05,20.92,0.14,15,Sivagangai_Taluk_6
Sivagangai,commercial,1249,2364.84,1,2,21,7976556.53,9.43905,77.47307,freehold,23.97,4.64,26.88,0.44,33,Sivagangai_Taluk_1
Sivagangai,flat,2253,2253.0,3,2,12,20137114.07,11.82404,78.23305,freehold,14.73,6.63,6.29,0.4,59,Sivagangai_Taluk_4
Sivagangai,plot,2705,3321.48,3,2,27,19145847.96,9.12608,79.65663,freehold,14.37,6.51,18.73,0.55,18,Sivagangai_Taluk_9
Sivagangai,plot,2421,2869.4,4,5,41,14916147.15,9.32897,78.72557,freehold,15.6,2.68,9.43,0.33,19,Sivagangai_Taluk_9
Sivagangai,house,2208,3414.45,3,3,30,13541926.21,11.52309,77.24642,freehold,3.41,1.26,7.82,0.14,11,Sivagangai_Taluk_9
Sivagangai,house,2242,4168.59,2,2,35,15221011.64,9.26097,78.35148,freehold,11.22,9.71,28.85,0.39,56,Sivagangai_Taluk_4
Sivagangai,commercial,499,1091.99,1,1,6,4971734.45,9.15191,79.56191,freehold,6.29,4.11,23.82,0.33,19,Sivagangai_Taluk_2
Sivagangai,plot,2237,4823.83,2,2,10,18342982.88,11.34731,78.3719,freehold,15.08,9.77,13.19,0.35,44,Sivagangai_Taluk_1
Sivagangai,plot,2435,5921.94,4,5,36,14854000.15,9.71804,79.79559,freehold,5.57,8.16,20.79,0.24,19,Sivagangai_Taluk_9
Sivagangai,plot,2001,3954.56,3,2,37,11034438.98,8.70194,79.37513,freehold,19.19,6.47,7.56,0.1,12,Sivagangai_Taluk_9
Sivagangai,commercial,2328,4176.67,2,2,9,19289342.51,9.06549,79.38966,freehold,19.48,2.88,16.33,0.15,34,Sivagangai_Taluk_9
Sivagangai,plot,3209,6395.65,5,4,7,23927593.4,11.00839,77.19409,freehold,6.67,4.87,17.19,0.48,16,Sivagangai_Taluk_8
Sivagangai,plot,510,919.27,1,1,26,3135004.52,9.82809,78.51552,freehold,8.44,5.67,24.57,0.25,31,Sivagangai_Taluk_4
Sivagangai,flat,3713,3713.0,5,5,49,18365037.47,11.18345,77.08747,freehold,13.91,3.08,13.6,0.48,22,Sivagangai_Taluk_10
Sivagangai,flat,671,671.0,1,1,4,5853134.72,11.39467,77.0971,leasehold,7.28,1.94,6.88,0.59,57,Sivagangai_Taluk_3
Sivagangai,commercial,3064,6715.24,4,5,12,24300530.95,9.55467,80.04481,freehold,10.1,5.62,25.24,0.53,13,Sivagangai_Taluk_10
Sivagangai,plot,484,630.64,1,1,50,2327150.43,9.9021,77.84495,freehold,11.22,8.41,28.1,0.32,32,Sivagangai_Taluk_5
Sivagangai,commercial,1968,4266.18,2,1,22,16324895.83,8.13063,80.07195,freehold,5.13,3.31,6.33,0.3,22,Sivagangai_Taluk_7
Sivagangai,commercial,915,1989.09,2,1,30,5890951.45,8.20519,79.17649,freehold,23.14,9.73,17.56,0.46,54,Sivagangai_Taluk_3
Sivagangai,plot,2028,2298.03,2,1,39,13014559.19,10.40849,77.95314,freehold,21.61,9.4,27.35,0.47,58,Sivagangai_Taluk_5
Sivagangai,commercial,2990,6873.9,3,3,2,27364575.38,8.67691,77.42392,freehold,21.62,5.43,8.19,0.34,56,Sivagangai_Taluk_4
Sivagangai,commercial,2409,5860.77,3,3,37,11891304.66,13.21222,79.46867,freehold,2.3,2.76,17.13,0.58,12,Sivagangai_Taluk_10
Sivagangai,flat,2464,2464.0,3,2,39,14182498.75,9.61277,78.80548,freehold,7.15,6.53,29.43,0.15,45,Sivagangai_Taluk_8
Sivagangai,plot,2885,5346.06,3,2,10,28160187.85,10.46587,77.58009,freehold,19.41,9.08,13.34,0.54,17,Sivagangai_Taluk_6
Sivagangai,plot,1715,4232.71,3,4,35,8808678.07,12.05522,79.63238,leasehold,17.01,2.2,27.0,0.39,15,Sivagangai_Taluk_2
Sivagangai,flat,528,528.0,1,2,0,4019292.75,11.13392,78.16539,freehold,19.51,6.86,10.32,0.37,30,Sivagangai_Taluk_10
Sivagangai,plot,2428,5014.79,4,3,47,11155439.09,8.85852,79.42564,leasehold,14.5,9.61,12.49,0.45,34,Sivagangai_Taluk_5
Sivagangai,plot,2843,6729.79,3,2,14,24826134.33,10.50754,79.86142,freehold,2.94,7.99,14.29,0.33,10,Sivagangai_Taluk_6
Sivagangai,plot,3481,5452.0,5,6,1,33656724.99,11.75941,79.17543,freehold,14.46,2.51,25.94,0.47,40,Sivagangai_Taluk_8
Sivagangai,flat,2179,2179.0,2,3,5,18419868.72,8.74363,78.06096,freehold,18.65,6.41,21.79,0.34,32,Sivagangai_Taluk_1
Sivagangai,house,2815,6694.56,3,3,14,24298169.43,10.86621,76.56156,freehold,16.32,9.87,10.35,0.12,19,Sivagangai_Taluk_1
Sivagangai,plot,1608,3547.56,3,3,45,6739237.27,10.75685,78.6843,freehold,10.97,4.69,29.71,0.47,51,Sivagangai_Taluk_9
Sivagangai,house,889,2190.42,1,1,14,7061522.76,12.31518,78.5207,freehold,15.18,1.86,14.57,0.52,33,Sivagangai_Taluk_10
Sivagangai,commercial,2794,5459.6,4,4,14,20557343.23,13.46193,79.35725,freehold,11.98,9.9,27.22,0.32,50,Sivagangai_Taluk_2
Sivagangai,commercial,2287,3960.64,3,2,7,22003287.57,12.85492,79.30796,freehold,22.06,8.71,14.38,0.14,25,Sivagangai_Taluk_5
Sivagangai,plot,2526,4384.29,3,4,22,16187176.76,12.31801,79.30994,leasehold,0.7,9.73,15.79,0.54,40,Sivagangai_Taluk_10
Sivagangai,plot,3876,4298.08,5,5,7,35120636.91,12.5724,76.57171,freehold,2.17,3.45,19.46,0.31,32,Sivagangai_Taluk_7
Sivagangai,flat,2189,2189.0,2,1,22,13541041.94,11.25563,79.41756,freehold,3.65,1.82,9.46,0.43,37,Sivagangai_Taluk_5
Sivagangai,plot,400,940.22,1,2,33,2748197.08,11.96048,78.69205,freehold,4.18,6.94,13.09,0.17,28,Sivagangai_Taluk_4
Sivagangai,flat,2384,2384.0,2,3,49,12544827.25,8.64484,78.527,leasehold,4.32,8.11,6.61,0.12,18,Sivagangai_Taluk_5
Sivagangai,plot,641,1561.81,1,2,32,3636345.4,9.86829,77.69828,freehold,13.9,9.6,17.42,0.2,11,Sivagangai_Taluk_3
Sivagangai,flat,3759,3759.0,5,4,7,35731051.21,10.39113,77.5301,leasehold,11.08,3.27,13.16,0.21,18,Sivagangai_Taluk_5
Sivagangai,house,2135,2758.93,3,4,33,14848548.16,12.95395,78.17064,freehold,9.21,3.53,26.02,0.29,30,Sivagangai_Taluk_6
Sivagangai,flat,1172,1172.0,1,2,20,8902811.02,10.15425,78.19789,freehold,4.55,9.42,26.71,0.2,44,Sivagangai_Taluk_8
Sivagangai,house,1264,1554.71,1,2,38,7916925.79,9.04552,79.97048,freehold,2.74,3.34,18.79,0.16,58,Sivagangai_Taluk_7
Sivagangai,house,3051,7374.19,3,2,27,23481257.61,12.09947,77.86188,leasehold,17.21,5.87,29.02,0.31,58,Sivagangai_Taluk_4
Sivagangai,house,2344,5202.99,3,2,6,19539978.68,10.04324,77.47008,freehold,14.84,7.63,5.09,0.33,23,Sivagangai_Taluk_4
Sivagangai,commercial,447,994.48,1,1,34,2870587.68,10.26167,79.75847,freehold,7.94,5.86,9.74,0.57,28,Sivagangai_Taluk_1
Sivagangai,commercial,3202,7762.66,5,4,18,28497976.5,11.62081,77.37156,freehold,24.49,6.89,27.0,0.43,45,Sivagangai_Taluk_2
Sivagangai,commercial,1549,1738.27,1,1,48,6381295.63,13.30687,79.27259,leasehold,3.25,6.16,24.52,0.12,38,Sivagangai_Taluk_7
Sivagangai,flat,2556,2556.0,3,2,23,18011686.23,11.14873,76.9862,freehold,17.14,8.49,16.47,0.45,42,Sivagangai_Taluk_4
Sivagangai,house,1417,2741.45,2,3,23,11897170.14,9.23306,79.31143,freehold,1.7,8.98,19.06,0.41,56,Sivagangai_Taluk_1
Sivagangai,commercial,2175,2917.52,2,3,43,10784911.89,13.15597,80.16814,freehold,4.95,3.2,25.82,0.51,13,Sivagangai_Taluk_3
Sivagangai,plot,2214,5160.19,2,1,30,12382574.28,8.69071,77.11702,freehold,0.65,5.57,29.96,0.25,59,Sivagangai_Taluk_3
Sivagangai,plot,3921,7727.03,5,6,37,18856606.79,8.25378,76.59815,freehold,20.51,3.7,8.74,0.34,42,Sivagangai_Taluk_6
Sivagangai,commercial,2590,3017.61,4,4,45,12186646.85,10.136,78.77433,freehold,4.72,7.86,29.75,0.18,31,Sivagangai_Taluk_3
Sivagangai,plot,1842,4339.87,3,4,5,16774117.81,8.59747,80.25513,freehold,9.04,3.94,23.92,0.34,32,Sivagangai_Taluk_1
Sivagangai,commercial,1064,1370.61,2,3,28,8025965.2,11.35766,78.92005,freehold,17.11,5.91,15.02,0.33,24,Sivagangai_Taluk_7
Sivagangai,flat,1093,1093.0,2,3,14,9755898.31,9.84353,78.55195,leasehold,21.4,2.98,6.62,0.43,25,Sivagangai_Taluk_5
Sivagangai,commercial,2258,4041.64,3,3,1,17431157.21,12.58788,78.67071,freehold,6.04,8.14,25.11,0.36,29,Sivagangai_Taluk_2
Sivagangai,flat,1613,1613.0,3,3,19,14273607.44,11.65973,79.3241,freehold,16.56,5.88,24.14,0.24,53,Sivagangai_Taluk_3
Sivagangai,house,826,1197.44,1,1,38,4410835.56,9.45362,79.27412,freehold,16.86,7.35,28.43,0.46,39,Sivagangai_Taluk_10
Sivagangai,plot,2430,5258.16,3,2,37,12645837.27,8.81122,78.10368,freehold,21.67,3.89,29.74,0.39,48,Sivagangai_Taluk_8
Sivagangai,commercial,2074,4116.13,3,4,15,19224820.25,12.38865,80.22222,freehold,10.92,6.44,6.36,0.42,56,Sivagangai_Taluk_1
Sivagangai,flat,1757,1757.0,2,3,4,14337225.32,10.24252,76.54451,freehold,22.93,8.46,29.51,0.53,30,Sivagangai_Taluk_4
Sivagangai,commercial,1086,1881.98,2,3,40,5361484.88,9.26012,78.86099,freehold,16.51,1.48,12.84,0.16,22,Sivagangai_Taluk_4
Sivagangai,plot,484,760.92,1,1,39,2955806.88,12.91964,77.47008,freehold,6.75,1.8,6.97,0.34,14,Sivagangai_Taluk_5
Sivagangai,commercial,3461,7020.8,5,5,29,22067801.0,11.70727,77.80103,freehold,20.08,3.76,16.75,0.13,40,Sivagangai_Taluk_9
Sivagangai,commercial,2467,4932.05,3,2,20,16887660.08,13.30967,76.97967,freehold,16.73,6.52,18.28,0.33,20,Sivagangai_Taluk_6
Sivagangai,house,2356,4407.25,2,1,10,18175460.26,9.69685,79.81857,freehold,19.02,4.44,15.28,0.32,10,Sivagangai_Taluk_2
Sivagangai,flat,786,786.0,1,1,29,5593909.75,10.24681,80.07675,leasehold,1.96,6.23,8.25,0.2,58,Sivagangai_Taluk_2
Sivagangai,house,1943,2677.74,3,4,31,12849972.17,12.12082,78.49718,freehold,8.95,1.31,18.54,0.38,28,Sivagangai_Taluk_4
Tenkasi,house,1988,4414.08,2,1,47,9436295.76,10.05834,77.37561,leasehold,19.04,8.4,10.41,0.37,41,Tenkasi_Taluk_9
Tenkasi,flat,596,596.0,1,1,2,5285238.39,8.64075,77.12941,freehold,18.06,8.93,20.97,0.41,35,Tenkasi_Taluk_6
Tenkasi,commercial,2337,5378.87,3,3,6,18309101.95,9.60348,80.14442,leasehold,11.24,5.97,18.94,0.25,12,Tenkasi_Taluk_3
Tenkasi,commercial,3957,9303.87,5,5,8,27824660.75,10.62722,77.01726,leasehold,15.29,9.06,26.66,0.1,36,Tenkasi_Taluk_9
Tenkasi,plot,3514,4892.39,4,4,7,27632282.37,12.06069,78.75714,freehold,17.8,9.88,18.05,0.48,10,Tenkasi_Taluk_5
Tenkasi,flat,3459,3459.0,4,5,23,21708130.08,10.69703,77.10896,leasehold,18.52,8.74,28.52,0.59,44,Tenkasi_Taluk_3
Tenkasi,commercial,3717,8180.51,4,3,21,26294956.57,11.58886,77.9858,freehold,14.59,7.64,17.25,0.52,52,Tenkasi_Taluk_4
Tenkasi,flat,3868,3868.0,5,6,43,15065298.45,13.30213,77.54963,leasehold,4.76,8.58,12.11,0.16,30,Tenkasi_Taluk_2
Tenkasi,flat,1592,1592.0,1,1,41,7782931.32,9.21149,77.04115,freehold,19.22,9.93,13.63,0.26,30,Tenkasi_Taluk_10
Tenkasi,plot,1319,2418.96,2,2,44,6151859.63,12.26695,78.7741,freehold,22.97,4.55,9.5,0.32,42,Tenkasi_Taluk_2
Tenkasi,commercial,2755,3623.23,3,3,34,15923657.41,12.85323,79.36615,freehold,23.14,5.55,11.18,0.54,43,Tenkasi_Taluk_2
Tenkasi,commercial,2818,6405.79,3,3,38,14430353.07,9.47944,78.88221,freehold,16.55,5.01,13.66,0.18,52,Tenkasi_Taluk_1
Tenkasi,plot,1344,1901.07,1,1,16,7885390.56,8.65647,80.2909,freehold,15.27,6.03,14.5,0.4,13,Tenkasi_Taluk_8
Tenkasi,flat,2189,2189.0,3,4,5,14126189.33,12.79455,79.02666,freehold,22.14,2.5,10.57,0.58,44,Tenkasi_Taluk_6
Tenkasi,house,3007,5993.8,3,4,14,18003886.24,12.7719,77.56477,freehold,13.27,9.29,20.99,0.24,31,Tenkasi_Taluk_7
Tenkasi,plot,2557,4314.95,3,4,21,17056542.65,12.616,80.23573,freehold,13.12,8.33,23.05,0.15,18,Tenkasi_Taluk_5
Tenkasi,flat,3870,3870.0,5,4,19,23418174.63,11.26323,77.34127,freehold,7.46,7.6,7.72,0.23,51,Tenkasi_Taluk_8
Tenkasi,commercial,535,1042.86,1,1,17,3822179.98,12.80012,79.03672,freehold,18.7,5.29,6.25,0.15,37,Tenkasi_Taluk_8
Tenkasi,house,2237,2828.6,3,3,46,8263647.79,12.22577,77.87066,freehold,16.72,5.95,8.05,0.55,26,Tenkasi_Taluk_2
Tenkasi,commercial,1162,2446.71,1,1,48,4744686.28,8.31527,78.95894,freehold,2.54,8.54,20.33,0.33,14,Tenkasi_Taluk_7
Tenkasi,house,915,2210.89,2,1,30,5756393.94,12.49107,78.88685,freehold,20.38,8.46,19.24,0.43,11,Tenkasi_Taluk_9
Tenkasi,flat,743,743.0,1,2,22,4720347.89,11.16142,76.59175,leasehold,4.73,3.33,16.7,0.15,11,Tenkasi_Taluk_1
Tenkasi,house,926,1963.75,2,1,34,4035362.49,12.68692,77.46335,freehold,0.64,1.27,19.08,0.27,42,Tenkasi_Taluk_7
Tenkasi,plot,1993,3436.75,2,1,45,7749624.27,8.35812,78.24118,leasehold,2.74,7.75,9.39,0.23,10,Tenkasi_Taluk_4
Tenkasi,flat,1758,1758.0,2,1,46,8271907.82,11.11578,79.78124,freehold,20.15,7.54,24.83,0.47,23,Tenkasi_Taluk_3
Tenkasi,flat,2732,2732.0,4,4,39,12323460.99,12.66149,79.75526,freehold,18.39,3.69,18.57,0.41,41,Tenkasi_Taluk_6
Tenkasi,plot,523,1182.06,1,2,11,3304261.52,8.64701,79.24337,freehold,8.08,2.45,25.57,0.26,26,Tenkasi_Taluk_4
Tenkasi,flat,1610,1610.0,2,1,21,9451420.76,12.18545,77.26817,leasehold,11.96,4.77,9.46,0.34,14,Tenkasi_Taluk_8
Tenkasi,commercial,2093,4927.12,2,3,20,11347537.8,12.17576,80.14537,freehold,3.46,6.65,5.0,0.16,30,Tenkasi_Taluk_6
Tenkasi,plot,2468,5854.99,3,4,16,13411400.65,11.88123,78.62984,freehold,24.61,5.09,13.98,0.37,15,Tenkasi_Taluk_10
Tenkasi,house,3836,5286.27,4,4,4,28564178.92,8.58893,78.77228,leasehold,5.26,7.75,11.89,0.3,36,Tenkasi_Taluk_7
Tenkasi,flat,3158,3158.0,4,5,24,18205383.96,11.9658,78.52475,freehold,12.1,7.7,24.13,0.56,32,Tenkasi_Taluk_5
Tenkasi,plot,3722,7290.61,5,4,37,15650586.55,13.34202,77.73058,freehold,12.09,7.75,20.29,0.51,32,Tenkasi_Taluk_2
Tenkasi,flat,1966,1966.0,3,2,36,11556235.72,11.70462,77.5404,freehold,4.88,9.84,14.4,0.52,15,Tenkasi_Taluk_4
Tenkasi,flat,778,778.0,1,1,31,4254727.05,12.82573,78.17335,freehold,4.04,6.5,28.33,0.17,53,Tenkasi_Taluk_4
